C:\DOCUMENTS AND SETTINGS\ADMINISTRATOR\DESKTOP\EFFORT\PATIENT 27\TRACINGS\ACQ 3\EFFORT27-SBT_POSTEEXT_OLD.ACQ
5.000000 msec/sample
5 channels
Paw
cmH2O
Peso
cmH2O
Pgas
cmH2O
Flow
L/s
PL
cmH2O
CH1	CH2	CH3	CH4	CH40	
-2.95002	17.8717	22.9303	0.0698045	-20.8218	
-3.00577	17.8787	22.9029	0.072689	-20.8844	
-3.2427	17.8856	22.9303	0.0729774	-21.1283	
-3.38207	17.8856	22.978	0.0689392	-21.2677	
-3.54932	17.8717	22.8483	0.0706699	-21.4211	
-3.68172	17.8579	22.8347	0.0712467	-21.5396	
-3.86987	17.8579	22.8552	0.0721121	-21.7277	
-3.98137	17.844	22.8415	0.0715352	-21.8254	
-4.12771	17.8301	22.8483	0.0703814	-21.9579	
-4.12771	17.7886	22.8006	0.070093	-21.9163	
-4.2392	17.7747	22.7801	0.0773041	-22.0139	
-4.30192	17.7886	22.7323	0.0822076	-22.0905	
-4.36464	17.7331	22.746	0.0894187	-22.0977	
-4.36464	17.6499	22.7255	0.107302	-22.0146	
-4.21133	17.6014	22.705	0.125763	-21.8127	
-4.11377	17.6291	22.6913	0.145954	-21.7429	
-4.05105	17.6014	22.6504	0.182009	-21.6525	
-3.8629	17.5737	22.6231	0.203642	-21.4366	
-3.63294	17.5044	22.5958	0.236525	-21.1373	
-3.43782	17.4628	22.589	0.268254	-20.9006	
-3.20786	17.3865	22.5958	0.298252	-20.5944	
-2.96396	17.3519	22.5958	0.336903	-20.3158	
-2.7549	17.3657	22.589	0.356517	-20.1206	
-2.41345	17.3103	22.5685	0.370651	-19.7237	
-2.18348	17.2271	22.5207	0.398918	-19.4106	
-1.83506	17.2479	22.4661	0.40238	-19.083	
-1.626	17.1301	22.5275	0.419975	-18.7561	
-1.39604	17.1231	22.4661	0.441608	-18.5192	
-1.11033	17.04	22.4729	0.464684	-18.1503	
-0.866431	16.9498	22.4866	0.48199	-17.8163	
-0.63647	16.9152	22.4797	0.475356	-17.5517	
-0.434382	16.8389	22.4524	0.468145	-17.2733	
-0.204421	16.7696	22.5275	0.480836	-16.974	
0.039478	16.7142	22.4661	0.46901	-16.6747	
0.339125	16.6379	22.3637	0.477952	-16.2988	
0.485464	16.5547	22.432	0.475933	-16.0693	
0.652709	16.5478	22.391	0.454011	-15.8951	
0.861765	16.4785	22.391	0.46353	-15.6167	
0.806017	16.3191	22.3159	0.503912	-15.5131	
0.69452	16.2914	22.3637	0.454877	-15.5968	
0.520307	16.1874	22.3159	0.466703	-15.6671	
0.450621	16.1458	22.3432	0.42459	-15.6952	
0.394873	16.0141	22.3091	0.413629	-15.6192	
0.394873	15.8963	22.3501	0.40613	-15.5014	
0.339125	15.8477	22.2681	0.38017	-15.5086	
